site,country,lat,lon,bioregion,code,used
BuenÛpolis (MG),Brazil,-17.89760017,-43.98559952,NA,NA,No
"BuÌque, Brejo, floresta decidual arenÌcola",Brazil,-8.595999718,-37.2179985,NA,NA,No
"Buriti do Campo Santo, floresta ripÌcola",Brazil,-16.68939972,-44.00970078,NA,NA,No
"Buritis, cerradao mesotrofico",Brazil,-15.27499962,-46.49200058,NA,NA,No
"Buritis, floresta ripÌcola",Brazil,-15.59669971,-46.42470169,NA,NA,No
"Buritizal, floresta semidecidual",Brazil,-20.16609955,-47.59469986,NA,NA,No
Buritizeiro (MG),Brazil,-17.46310043,-45.05360031,NA,NA,No
"C·ssia, floresta semidecidual",Brazil,-20.44330025,-46.94749832,NA,NA,No
"C‚ndido Sales, floresta semidecidual de cipÛ",Brazil,-15.17749977,-41.2010994,NA,NA,No
"CabeÁa de Boi, floresta semidecidual",Brazil,-19.40609932,-43.42309952,NA,NA,No
"Cabeceira Grande, floresta ripÌcola",Brazil,-16.02939987,-47.09469986,NA,NA,No
"Cabeceiras, cerrado",Brazil,-18.15559959,-48.2743988,NA,NA,No
"Cabeceiras, floresta ripÌcola",Brazil,-17.18000031,-50.83530045,NA,NA,No
"Cabo Frio, restinga estacional salobra",Brazil,-22.86440086,-42.03419876,NA,NA,No
"Cachoeira Alta, floresta ripÌcola",Brazil,-17.42499924,-48.28219986,NA,NA,No
"Cachoeira Casca díAnta, floresta semidecidual",Brazil,-20.3064003,-46.5243988,NA,NA,No
"Cachoeiro de Itapemirim, floresta semidecidual",Brazil,-20.74220085,-41.30110168,NA,NA,No
"Cachoeiro de Itapemirim, floresta semidecidual",Brazil,-20.74440002,-41.29190063,NA,NA,No
CaetitÈ,Brazil,-14.03030014,-42.52080154,NA,NA,No
Cai1 (Tocantins),Brazil,-9.715889931,-49.69940186,NA,NA,No
Cai2 (Tocantins),Brazil,-9.486849785,-49.7765007,NA,NA,No
"Caldas Novas, cerrado rupicola",Brazil,-17.73900032,-48.65999985,NA,NA,No
"Campina Verde, floresta ripÌcola",Brazil,-19.54249954,-49.3567009,NA,NA,No
"Campinas, floresta semidecidual",Brazil,-22.82189941,-47.11000061,NA,NA,No
"Campo Florido, floresta ripÌcola",Brazil,-19.70560074,-48.61970139,NA,NA,No
"Campo Grande, Cerrad„o distrÛfico",Brazil,-20.50939941,-54.61589813,NA,NA,No
"Campo Grande, Mata de Galeria Inund·vel",Brazil,-20.58230019,-54.34669876,NA,NA,No
"Campo Grande, Mata de Galeria n„o inund·vel",Brazil,-20.55940056,-54.39970016,NA,NA,No
"Campo Novo dos Parecis, cerrado",Brazil,-14.76249981,-54.62469864,NA,NA,No
"Campos de Cunha, floresta estacional",Brazil,-22.91889954,-44.81029892,NA,NA,No
"Campos dos Goytacazes, floresta semidecidual de tabuleiro",Brazil,-21.71579933,-41.26390076,NA,NA,No
"Campos, Morro do Itaoca, floresta semidecidual",Brazil,-21.79360008,-41.44810104,NA,NA,No
"Canarana Sul, cerrado",Brazil,-13.57299995,-52.25299835,NA,NA,No
"Cantagalo, floresta semidecidual",Brazil,-21.88610077,-42.42029953,NA,NA,No
"Capanema, nanofloresta rupÌcola",Brazil,-20.17000008,-43.64580154,NA,NA,No
"CapinÛpolis, floresta semidecidual",Brazil,-18.65530014,-49.48559952,NA,NA,No
"Capit„o do Mato, nanofloresta rupÌcola",Brazil,-20.13780022,-43.91329956,NA,NA,No
"CarandaÌ, floresta semidecidual",Brazil,-20.89030075,-43.83919907,NA,NA,No
"Carangola, floresta semidecidual",Brazil,-20.67420006,-41.99969864,NA,NA,No
"Caratinga, Feliciano Abdala, floresta semidecidual",Brazil,-19.72139931,-41.82279968,NA,NA,No
"Carbonita, cerrado",Brazil,-17.55500031,-43.02600098,NA,NA,No
"Cardoso Moreira, floresta semidecidual",Brazil,-21.45560074,-41.5931015,NA,NA,No
"Carlos Chagas, floresta semidecidual",Brazil,-17.69219971,-40.875,NA,NA,No
"CarmÈsia, Aldeia PataxÛ, floresta semidecidual",Brazil,-19.04780006,-43.12250137,NA,NA,No
"Carmo da Cachoeira, floresta semidecidual",Brazil,-21.42860031,-45.19919968,NA,NA,No
"Carmo do Rio Claro, floresta semidecidual",Brazil,-21.00279999,-46.17110062,NA,NA,No
"CarmÛpolis de Minas, floresta semidecidual",Brazil,-20.43670082,-44.61579895,NA,NA,No
"Carolina, cerrado",Brazil,-7.308000088,-47.42699814,NA,NA,No
"Carolina, floresta ripÌcola",Brazil,-7.187799931,-47.39110184,NA,NA,No
"Casa Branca, floresta semidecidual",Brazil,-21.77079964,-47.07310104,NA,NA,No
"Cassil‚ndia, MS, Semidecidua1",Brazil,-19.25180054,-52.39730072,NA,NA,No
"Castelo do Piaui, cerradao mesotrofico",Brazil,-5.31799984,-41.51900101,NA,NA,No
"Castelo, Mata das Flores, floresta semidecidual",Brazil,-20.61000061,-41.17139816,NA,NA,No
"Cataguases, floresta semidecidual",Brazil,-21.37389946,-42.71860123,NA,NA,No
"Catal„o, cerrado",Brazil,-14.4453001,-47.09280014,NA,NA,No
"Catas Altas da Noruega, floresta semidecidual",Brazil,-20.59219933,-43.53939819,NA,NA,No
"CatolÈ, mata ciliar",Brazil,-15.42800045,-44.84500122,NA,NA,No
"CatolÈs, nanofloresta rupÌcola",Brazil,-13.3902998,-41.26720047,NA,NA,No
"Cavalcante, cerrado rupicola",Brazil,-13.90100002,-47.36399841,NA,NA,No
"Cerrad„o de Cerrado, Paulino Neves, Maranh„o",Brazil,-3.203099966,-42.44110107,NA,NA,No
"CERRADO DO LITORAL, TUT”IA-MA",Brazil,-2.766700029,-42.38330078,NA,NA,No
"Cerrado Rupestre, Castelo do PiauÌ",Brazil,-5.205699921,-41.7159996,NA,NA,No
"Cerrado Rupestre, Castelo do PiauÌ",Brazil,-5.221000195,-41.68399811,NA,NA,No
CHAPADA ARARIPE,Brazil,-7.406939983,-39.34970093,NA,NA,No
"Chapada Ga˙cha, floresta ripÌcola",Brazil,-15.22189999,-45.74060059,NA,NA,No
"Chapadinha ItaetÈ, nanofloresta rupÌcola",Brazil,-13.31970024,-41.79779816,NA,NA,No
Coco (Tocantins),Brazil,-9.800569534,-49.73210144,NA,NA,No
"Colatina, floresta semidecidual",Brazil,-19.58390045,-40.64310074,NA,NA,No
"Colorado, floresta semidecidual",Brazil,-22.9218998,-50.9742012,NA,NA,No
"ColÙmbia, floresta semidecidual",Brazil,-20.19029999,-48.73860168,NA,NA,No
"ConceiÁ„o do Ibitipoca, floresta semidecidual",Brazil,-21.74139977,-43.9131012,NA,NA,No
"ConceiÁ„o do Mato Dentro, floresta semidecidual",Brazil,-18.98310089,-43.53139877,NA,NA,No
"ConceiÁ„o do Mato Dentro, nanofloresta rupÌcola",Brazil,-18.92889977,-43.68640137,NA,NA,No
ConD (PiauÌ),Brazil,-9.242980003,-43.32730103,NA,NA,No
CondS (PiauÌ),Brazil,-9.284219742,-43.94910049,NA,NA,No
"Congonhas do Campo, floresta semidecidual",Brazil,-20.51919937,-43.86750031,NA,NA,No
"Congonhas do Norte, floresta semidecidual",Brazil,-18.78190041,-43.68220139,NA,NA,No
"Conquista, floresta semidecidual",Brazil,-19.99279976,-47.60110092,NA,NA,No
"Conselheiro Mata, nanofloresta rupÌcola",Brazil,-18.31970024,-43.99610138,NA,NA,No
"Conselheiro Pena, floresta semidecidual",Brazil,-19.30060005,-41.55170059,NA,NA,No
"Contendas do Sincor·, caatinga alcalina",Brazil,-13.76000023,-41.00999832,NA,NA,No
Coqueiral (Minas Gerais),Brazil,-21.12470055,-45.33909988,NA,NA,No
"Coqueiral, floresta semidecidual",Brazil,-21.15530014,-45.47280121,NA,NA,No
Cord (Tocantins),Brazil,-6.708600044,-48.12969971,NA,NA,No
"Cordeiro, floresta semidecidual",Brazil,-22.00309944,-42.33029938,NA,NA,No
"Coribe, caatinga arbÛrea",Brazil,-13.93599987,-44.42699814,NA,NA,No
"Coribe, caatinga arbÛrea",Brazil,-13.49979973,-44.23720169,NA,NA,No
"Coribe, caatinga arbÛrea",Brazil,-13.48330021,-44.23329926,NA,NA,No
"Corinto, floresta ripÌcola",Brazil,-18.46809959,-44.35329819,NA,NA,No
"CornÈlio ProcÛpio, floresta semidecidual",Brazil,-23.16360092,-50.34030151,NA,NA,No
"Coromandel, floresta ripÌcola",Brazil,-18.33110046,-47.12689972,NA,NA,No
"Coronel Murta, floresta semidecÌdual de cipÛ",Brazil,-16.52860069,-42.17079926,NA,NA,No
"Coronel Pacheco, floresta semidecidual",Brazil,-21.55080032,-43.25189972,NA,NA,No
"Corumb· de Goi·s, floresta ripÌcola",Brazil,-17.88439941,-49.46689987,NA,NA,No
"Corumb·, Fazenda Rabicho, floresta decidual",Brazil,-19.79859924,-51.51919937,NA,NA,No
"CorumbaÌba, floresta semidecidual",Brazil,-18.3491993,-49.07640076,NA,NA,No
"Coruripe, floresta semidecidual",Brazil,-9.972800255,-36.22719955,NA,NA,No
"CosmÛpolis, floresta semidecidual",Brazil,-22.6067009,-47.04059982,NA,NA,No
"CoxipÛ do Ouro, floresta ripÌcola",Brazil,-16.20079994,-57.7560997,NA,NA,No
"CoxipÛ do Ouro, floresta ripÌcola",Brazil,-16.20100021,-57.75600052,NA,NA,No
"Cristais Paulista, floresta semidecidual",Brazil,-20.41640091,-47.41469955,NA,NA,No
"Cristal‚ndia, cerrado",Brazil,-8.053850174,-46.85160065,NA,NA,No
"Cristal‚ndia, cerrado",Brazil,-8.095000267,-46.8492012,NA,NA,No
"Cristalina, cerrado rupicola",Brazil,-16.72599983,-47.6969986,NA,NA,No
"Cristo Rei, floresta semidecidual",Brazil,-22.75110054,-52.43690109,NA,NA,No
"Cruzeiro, floresta semidecidual",Brazil,-22.74780083,-44.97359848,NA,NA,No
"Cuiab· Paulista, floresta semidecidual",Brazil,-22.22920036,-52.22919846,NA,NA,No
"Cuiab·, cerrad„o mesotrÛfico",Brazil,-15.33399963,-55.88899994,NA,NA,No
"Cuiab·, floresta decidual",Brazil,-17.27029991,-53.19499969,NA,NA,No
"Cuiaba Norte, cerrado",Brazil,-15.57999992,-56.10599899,NA,NA,No
Cunh (Tocantins),Brazil,-7.775050163,-48.72169876,NA,NA,No
"Curvelo, floresta ripÌcola",Brazil,-18.82189941,-44.39780045,NA,NA,No
"DelfinÛpolis, floresta semidecidual",Brazil,-20.51689911,-46.57170105,NA,NA,No
"Descoberto, floresta semidecidual",Brazil,-21.42359924,-42.9530983,NA,NA,No
"Diamante do Norte, floresta semidecidual",Brazil,-22.62420082,-52.8669014,NA,NA,No
"Diamantina, nanofloresta rupÌcola",Brazil,-18.25749969,-43.59690094,NA,NA,No
"Diogo de Vasconcelos, floresta semidecidual",Brazil,-20.44860077,-43.17580032,NA,NA,No
"Diorama, cerradao mesotrofico",Brazil,-16.18000031,-51.50699997,NA,NA,No
"DivinÛpolis, floresta ripÌcola",Brazil,-20.04560089,-44.87060165,NA,NA,No
"DivisÛpolis, floresta semidecidual de cipÛ",Brazil,-15.74139977,-40.99499893,NA,NA,No
"Douradina, floresta semidecidual",Brazil,-23.43029976,-51.94440079,NA,NA,No
"Dourados, floresta semidecidual",Brazil,-23.05809975,-55.28440094,NA,NA,No
Duer (Tocantins),Brazil,-11.26589966,-49.71269989,NA,NA,No
"Ecoporanga, floresta semidedicual",Brazil,-18.42860031,-40.81579971,NA,NA,No
"EcÛtono Cerrado/Caatinga- Campo Maior, PiauÌ.",Brazil,-4.999909878,-41.9695015,NA,NA,No
"EdÈia, floresta ripÌcola",Brazil,-16.54599953,-49.13499832,NA,NA,No
"EdÈia, floresta ripÌcola",Brazil,-16.54610062,-49.13470078,NA,NA,No
"EdÈia, floresta ripÌcola",Brazil,-16.54360008,-49.13299942,NA,NA,No
"Entre Rios de Minas, floresta semidecidual",Brazil,-20.66749954,-44.1794014,NA,NA,No
"Esmeraldas, floresta semidecidual",Brazil,-19.79059982,-44.16419983,NA,NA,No
"Espera Feliz, Pedra Menina, floresta semidecidual",Brazil,-20.54809952,-41.91139984,NA,NA,No
"EspÌrito Sando do Pinhal, floresta semidecidual",Brazil,-22.17079926,-46.71720123,NA,NA,No
"Faria Lemos, floresta semidecidual",Brazil,-20.78109932,-42.01810074,NA,NA,No
"Fazenda ¡gua Limpa, floresta ripÌcola",Brazil,-15.96420002,-47.94580078,NA,NA,No
"Fazenda agua Limpa, cerrado",Brazil,-16.00799942,-47.93399811,NA,NA,No
Fazenda da Serra,Brazil,-21.80470085,-43.93170166,NA,NA,No
Fazenda Eldorado - Nova Xavantina (Mato Grosso),Brazil,-14.84029961,-52.15980148,NA,NA,No
Fazenda Eldorado - Nova Xavantina (Mato Grosso),Brazil,-14.82530022,-52.15919876,NA,NA,No
Fazenda Guanandi (Livramento),Brazil,-15.56210041,-56.98699951,NA,NA,No
Fazenda Palmeiras,Brazil,-21.32159996,-41.11980057,NA,NA,No
Fazenda Palmeiras,Brazil,-21.32550049,-41.09999847,NA,NA,No
Fazenda Palmeiras,Brazil,-21.29680061,-41.09030151,NA,NA,No
"Fazenda Sucupira, floresta ripÌcola",Brazil,-15.90470028,-48.01610184,NA,NA,No
Fazenda Trair„o (Sino-MT),Brazil,-11.8448,-55.50249863,NA,NA,No
"FigueirÛpolis, cerrado",Brazil,-9.927800179,-48.24969864,NA,NA,No
"FÍnix, floresta semidecidual",Brazil,-23.86860085,-53.84669876,NA,NA,No
Form (Bahia),Brazil,-11.08720016,-45.13539886,NA,NA,No
"Formiga, floresta semidecidual",Brazil,-20.61420059,-45.38809967,NA,NA,No
"Formosa do Rio Preto, floresta ripÌcola",Brazil,-11.17940044,-46.29999924,NA,NA,No
"Formosa, cerrado",Brazil,-17.64139938,-50.81560135,NA,NA,No
"Formoso, TrijunÁ„o, floresta ripÌcola",Brazil,-14.98939991,-46.03639984,NA,NA,No
"Fortaleza dos Nogueiras, floresta ripÌcola",Brazil,-6.991399765,-46.15420151,NA,NA,No
"Forte Coimbra, floresta decidual",Brazil,-18.66060066,-52.84939957,NA,NA,No
"Foz do Pandeiros, floresta ripÌcola",Brazil,-15.6967001,-44.59690094,NA,NA,No
"Frei Caneca, floresta semidecidual",Brazil,-8.745599747,-35.89720154,NA,NA,No
"Frei Gaspar, floresta semidecidual",Brazil,-18.07250023,-41.46609879,NA,NA,No
"Frei Serafim, floresta semidecidual",Brazil,-18.17140007,-41.82690048,NA,NA,No
"Frutal, floresta ripÌcola",Brazil,-19.93560028,-48.98559952,NA,NA,No
"G·lia, floresta semidecidual",Brazil,-22.4034996,-49.70159912,NA,NA,No
"G·lia, floresta semidecidual",Brazil,-22.40640068,-49.69670105,NA,NA,No
"Ga˙cha do Norte, cerrado",Brazil,-16.78499985,-54.1794014,NA,NA,No
"Galheiro, cerrado",Brazil,-19.27599907,-46.93799973,NA,NA,No
"General Salgado, floresta semidecidual",Brazil,-20.68810081,-50.41970062,NA,NA,No
"GilbuÈs, floresta ripÌcola",Brazil,-9.084699631,-45.17860031,NA,NA,No
"Gongo Soco, nanofloresta rupÌcola",Brazil,-19.9510994,-43.61360168,NA,NA,No
"Gouveia a Datas, nanofloresta rupÌcola",Brazil,-18.4375,-43.69499969,NA,NA,No
"Governador Valadares, floresta semidecidual",Brazil,-19.02219963,-42.13690186,NA,NA,No
"Gr„o Mogol, nanofloresta rupÌcola",Brazil,-16.5468998,-42.91859818,NA,NA,No
"Gr„o Mogol, Rio ItacambiruÁu, floresta semidecidual",Brazil,-16.58670044,-42.85390091,NA,NA,No
Graj (Maranh„o),Brazil,-5.853449821,-46.23619843,NA,NA,No
"Gruta do ItambÈ, floresta semidecidual",Brazil,-21.06999969,-47.43610001,NA,NA,No
"GuaÁuÌ, floresta semidecidual",Brazil,-20.89249992,-41.71080017,NA,NA,No
"GuaiÁara, floresta semidecidual",Brazil,-21.49440002,-49.68389893,NA,NA,No
"Guanh„es, floresta semidecidual",Brazil,-18.69389915,-42.95439911,NA,NA,No
"GuapÈ, floresta semidecidual",Brazil,-20.76639938,-45.86190033,NA,NA,No
"Guapirama, floresta semidecidual",Brazil,-23.44779968,-53.3003006,NA,NA,No
"Guaraciaba, floresta semidecidual",Brazil,-20.50219917,-43.02030182,NA,NA,No
"Guaratinga, floresta semidecidual",Brazil,-16.59499931,-39.91749954,NA,NA,No
"Guaratinguet·, floresta semidecidual",Brazil,-22.77190018,-45.22969818,NA,NA,No
"Guariba, floresta semidecidual",Brazil,-21.35169983,-48.51890182,NA,NA,No
"Guatambu, floresta semidecidual",Brazil,-27.09000015,-52.83000183,NA,NA,No
"Gurinhat„, floresta semidecidual",Brazil,-19.30780029,-49.60440063,NA,NA,No
"Gurja˙, floresta semidecidual",Brazil,-8.146400452,-35.0780983,NA,NA,No
"Ibatiba, floresta semidecidual",Brazil,-20.22610092,-41.46170044,NA,NA,No
Ibi· (Minas Gerais),Brazil,-16.73999977,-45.02569962,NA,NA,No
"Ibi·, floresta ripÌcola",Brazil,-19.59690094,-46.52669907,NA,NA,No
"Ibiapaba, Serra Grande, floresta semidecidual de brejo",Brazil,-3.839699984,-40.8993988,NA,NA,No
"Ibicoara, nanofloresta rupÌcola",Brazil,-13.51140022,-41.96279907,NA,NA,No
"Ibipor„, floresta semidecidual",Brazil,-23.19389915,-50.62080002,NA,NA,No
"Ibituruna, floresta semidecidual",Brazil,-21.13249969,-44.70940018,NA,NA,No
"Iguaba Grande, restinga estacional",Brazil,-22.86059952,-42.23609924,NA,NA,No
"Iguatama, floresta ripÌcola",Brazil,-20.14389992,-45.65330124,NA,NA,No
"Ilha do Cabo Frio, floresta semidecidual",Brazil,-22.99469948,-41.98920059,NA,NA,No
"Ilha Solteira, floresta semidecidual",Brazil,-20.48859978,-51.24580002,NA,NA,No
"Inconfidentes, floresta semidecidual",Brazil,-22.31329918,-46.25109863,NA,NA,No
"Indaiabira, carrasco",Brazil,-15.3888998,-42.1053009,NA,NA,No
"Indaiatuba, floresta semidecidual",Brazil,-23.16860008,-47.35919952,NA,NA,No
"IndianÛpolis, floresta ripÌcola",Brazil,-19.04750061,-47.93190002,NA,NA,No
"IngaÌ, floresta semidecidual",Brazil,-21.40859985,-44.89220047,NA,NA,No
"Ipaba, floresta semidecidual",Brazil,-19.34140015,-42.40280151,NA,NA,No
"Ipameri, cerrado",Brazil,-14.14830017,-47.5318985,NA,NA,No
"Ipameri, cerrado",Brazil,-14.12199974,-47.51699829,NA,NA,No
"Ipanema, floresta semidecidual",Brazil,-19.80389977,-41.70750046,NA,NA,No
"Ipe˙na, floresta semidecidual",Brazil,-22.41360092,-47.76139832,NA,NA,No
"IperÛ, floresta semidecidual",Brazil,-23.31889915,-47.64110184,NA,NA,No
"IpiaÁu, floresta semidecidual",Brazil,-18.7071991,-49.95420074,NA,NA,No
"IpiaÁu, floresta semidecidual",Brazil,-18.70700073,-49.95399857,NA,NA,No
"Itabaiana, encostas, floresta semidecidual",Brazil,-10.73530006,-37.36439896,NA,NA,No
"Itabaiana, sopÈs, floresta semidecidual",Brazil,-10.75360012,-37.34579849,NA,NA,No
"Itabira, floresta semidecidual",Brazil,-19.66250038,-43.31940079,NA,NA,No
"Itacambira, nanofloresta rupÌcola",Brazil,-16.93889999,-43.36389923,NA,NA,No
"Itacambira, Rio ItacambiruÁu, floresta semidecidual",Brazil,-17.02440071,-43.27109909,NA,NA,No
"ItaguaÁu, Cinco Pontıes, floresta semidecidual",Brazil,-19.79780006,-40.94169998,NA,NA,No
"Itaj·, floresta ripÌcola",Brazil,-17.82419968,-51.82170105,NA,NA,No
"ItambÈ do Mato Dentro, floresta semidecidual",Brazil,-19.42219925,-43.2071991,NA,NA,No
"Itamogi, floresta semidecidual",Brazil,-21.11249924,-46.97499847,NA,NA,No
"Itaocara, floresta semidecidual",Brazil,-21.6996994,-41.99250031,NA,NA,No
"Itapebi, floresta semidecidual",Brazil,-15.91919994,-39.6385994,NA,NA,No
"Itapemirim, Paineiras, floresta semidecidual de tabuleiro",Brazil,-20.95000076,-41.04000092,NA,NA,No
"Itapetinga, floresta semidecidual",Brazil,-15.04059982,-40.35689926,NA,NA,No
"Itarum„, floresta ripÌcola",Brazil,-17.6067009,-52.58359909,NA,NA,No
"Itatinga, floresta semidecidual",Brazil,-23.26580048,-48.50529861,NA,NA,No
"Itiquira, floresta ripÌcola",Brazil,-14.85330009,-52.09690094,NA,NA,No
"Itirapina, floresta semidecidual",Brazil,-22.25499916,-47.83060074,NA,NA,No
"Ituiutaba, floresta semidecidual",Brazil,-18.94890022,-49.4253006,NA,NA,No
"Itumirim, floresta semidecidual",Brazil,-21.22500038,-44.78860092,NA,NA,No
"Itutinga, floresta semidecidual",Brazil,-21.35250092,-44.60860062,NA,NA,No
Iui˙,Brazil,-14.46080017,-43.56560135,NA,NA,No
"Ivaipor„, floresta semidecidual",Brazil,-24.19610023,-51.84170151,NA,NA,No
"Jaboticabal, floresta semidecidual",Brazil,-21.27190018,-48.3567009,NA,NA,No
"Jacarezinho, floresta semidecidual",Brazil,-23.13330078,-53.51530075,NA,NA,No
"Jacinto, floresta semidecidual de cipÛ",Brazil,-16.19169998,-40.30329895,NA,NA,No
"Jacobina, nanofloresta rupÌcola",Brazil,-11.31669998,-40.51750183,NA,NA,No
"JacuÌ, floresta semidecidual",Brazil,-20.95420074,-46.74750137,NA,NA,No
"Jacutinga, Pico da Forquilha, floresta semidecidual",Brazil,-22.3491993,-46.59579849,NA,NA,No
"Jaguariaiva, cerrado",Brazil,-24.17000008,-49.65800095,NA,NA,No
"Jahu, floresta semidecidual",Brazil,-22.30780029,-48.52360153,NA,NA,No
JaÌ1 (Minas Gerais),Brazil,-15.29380035,-43.91339874,NA,NA,No
"Jales, floresta semidecidual",Brazil,-20.35029984,-50.50579834,NA,NA,No
"Jaragua, cerrado rupicola",Brazil,-15.79300022,-49.3429985,NA,NA,No
"Jardim Bot‚nico de BrasÌlia, floresta ripÌcola",Brazil,-15.90200043,-47.87599945,NA,NA,No
"Jardim Bot‚nico de BrasÌlia, floresta ripÌcola",Brazil,-15.88500023,-47.84220123,NA,NA,No
"Jequeri, floresta semidecidual",Brazil,-20.43530083,-42.60969925,NA,NA,No
"JequiÈ, floresta semidecidual",Brazil,-13.94939995,-40.11389923,NA,NA,No
"JequiÈ, floresta semidecidual de cipÛ",Brazil,-13.80860043,-40.34389877,NA,NA,No
"Jequitinhonha, ¡guas Belas, floresta semidecidual de cipÛ",Brazil,-16.12689972,-41.06470108,NA,NA,No
"Jequitinhonha, Mata Escura, floresta semidecidual",Brazil,-16.34329987,-41.09059906,NA,NA,No
"Jo„o Monlevade, floresta semidecidual",Brazil,-19.84670067,-43.11669922,NA,NA,No
"Jo„o Pessoa, floresta semidecidual",Brazil,-7.144999981,-34.8608017,NA,NA,No
"Jo„o Pinheiro, floresta ripÌcola",Brazil,-17.65579987,-46.31219864,NA,NA,No
"JoaÌma, carrasco",Brazil,-16.6385994,-41.22060013,NA,NA,No
"Joaquim FelÌcio, floresta ripÌcola",Brazil,-17.68000031,-44.1432991,NA,NA,No
"Juiz de Fora, floresta semidecidual",Brazil,-21.74830055,-43.31809998,NA,NA,No
"Juramento, floresta ripÌcola",Brazil,-16.7772007,-43.69829941,NA,NA,No
Juss (Goi·s),Brazil,-15.99709988,-50.91669846,NA,NA,No
"Lad·rio, floresta decidual",Brazil,-19.57329941,-51.88000107,NA,NA,No
"Ladainha, floresta semidecidual",Brazil,-17.61420059,-41.77809906,NA,NA,No
"Lagoa da Prata, floresta semidecidual",Brazil,-20.00169945,-45.62189865,NA,NA,No
"Lagoa Dourada, floresta semidecidual",Brazil,-20.92469978,-44.10110092,NA,NA,No
"Lagoa Silvano, floresta semidecidual",Brazil,-19.51110077,-42.43059921,NA,NA,No
"Lambari, Nova Baden, floresta semidecidual",Brazil,-21.93359947,-45.32310104,NA,NA,No
Lapinha JuvenÌlia,Brazil,-14.49059963,-44.18330002,NA,NA,No
"Lavras, floresta semidecidual",Brazil,-21.22890091,-44.97109985,NA,NA,No
"Lavras, PoÁo Bonito, floresta semidecidual",Brazil,-21.33139992,-44.9858017,NA,NA,No
"Leme do Prado, floresta semidecidual de cipÛ",Brazil,-17.03359985,-42.70330048,NA,NA,No
"LenÁÛis, floresta semidecidual",Brazil,-12.37580013,-40.51860046,NA,NA,No
"Leopoldina, floresta semidecidual",Brazil,-21.56640053,-42.62189865,NA,NA,No
"LeÛpolis, floresta semidecidual",Brazil,-22.97500038,-51.18389893,NA,NA,No
"Lima Duarte, floresta semidecidual",Brazil,-21.82530022,-43.87080002,NA,NA,No
"Limeira do Oeste, floresta ripÌcola",Brazil,-19.50860023,-50.65140152,NA,NA,No
"Limeira, floresta semidecidual",Brazil,-22.61030006,-47.33440018,NA,NA,No
"LindÛia, floresta semidecidual",Brazil,-22.50079918,-46.64279938,NA,NA,No
Lon1 (Tocantins),Brazil,-7.186190128,-48.41989899,NA,NA,No
Lon2 (Tocantins),Brazil,-7.077859879,-48.21099854,NA,NA,No
"Lucas do Rio Verde, cerrado",Brazil,-16.50309944,-54.54859924,NA,NA,No
"Luiz Antonio, cerrado",Brazil,-21.67399979,-47.8390007,NA,NA,No
"Luiz AntÙnio, floresta semidecidual",Brazil,-21.58189964,-47.92139816,NA,NA,No
"Luiz Correia, restinga",Brazil,-2.920000076,-41.67599869,NA,NA,No
"Lumin·rias, floresta semidecidual",Brazil,-21.48469925,-44.90610123,NA,NA,No
"LupionÛpolis, floresta semidecidual",Brazil,-22.69440079,-51.6935997,NA,NA,No
Luzi (PiauÌ),Brazil,-9.036540031,-44.03559875,NA,NA,No
"Luziania, cerrado",Brazil,-16.30800056,-48.22000122,NA,NA,No
"Macaia, floresta semidecidual",Brazil,-21.15810013,-44.90390015,NA,NA,No
"Macaubal, floresta semidecidual",Brazil,-20.74329948,-49.92969894,NA,NA,No
"Machacalis, floresta semidecidual",Brazil,-17.15469933,-40.60279846,NA,NA,No
"Machado, floresta semidecidual",Brazil,-21.71389961,-45.88190079,NA,NA,No
"Madre de Deus de Minas, floresta semidecidual",Brazil,-21.48719978,-44.37609863,NA,NA,No
Man1 (Minas Gerais),Brazil,-14.87110043,-43.98220062,NA,NA,No
"Manduri, floresta semidecidual",Brazil,-23.02249908,-49.35749817,NA,NA,No
"ManhuaÁu, floresta semidecidual",Brazil,-20.27330017,-42.00999832,NA,NA,No
"Mantena, floresta semidecidual",Brazil,-18.72970009,-41.04000092,NA,NA,No
"Mara Rosa, cerrado rupicola",Brazil,-14.03199959,-49.00299835,NA,NA,No
"Marac·s, floresta semidecidual",Brazil,-13.46809959,-40.28919983,NA,NA,No
"Marac·s, floresta semidecidual de cipÛ",Brazil,-13.42860031,-40.52389908,NA,NA,No
"Mariana, floresta semidecidual",Brazil,-20.3689003,-43.38610077,NA,NA,No
"Mariana, nanofloresta rupÌcola",Brazil,-20.36079979,-43.45669937,NA,NA,No
"MarianÛpolis do Tocantins, cerrado",Brazil,-9.816699982,-47.92219925,NA,NA,No
"MarianÛpolis, cerrad„o satur·vel",Brazil,-10.25660038,-48.60229874,NA,NA,No
"MarianÛpolis, cerrad„o satur·vel",Brazil,-10.26830006,-48.5868988,NA,NA,No
"Marilac, floresta semidecidual",Brazil,-18.49329948,-42.07080078,NA,NA,No
"MarÌlia, floresta semidecidual",Brazil,-22.01639938,-49.92610168,NA,NA,No
"Maring·, floresta semidecidual",Brazil,-23.38360023,-53.76309967,NA,NA,No
"Martinho Campos, floresta ripÌcola",Brazil,-19.28610039,-45.13890076,NA,NA,No
"Mat„o, floresta semidecidual",Brazil,-21.61560059,-48.53749847,NA,NA,No
Mat4 (Minas Gerais),Brazil,-14.85630035,-43.81790161,NA,NA,No
"Mata da Ilha (Fazenda CururuaÁu, IngaÌ)",Brazil,-21.38899994,-44.75149918,NA,NA,No
